模板名称,模板类型(中),模板类型(英),模板类型Key,模板ID,是否自定义,单元Key,单元中文名,单元英文名,采集间隔(s),数据类型,采集范围,字段Key,字段中文名,字段英文名,字段单位,值类型,支持告警阈值,说明(中文)
"WBC云简平台","WBC云简平台","WBC Cloudnet","h3cwbc","209760028721169","否","componentInformation","组件信息","Component Info","300","row","3","H2vm","H2vm版本号","H2vm Version","","字符串","是","H2vm的版本号。"
"WBC云简平台","WBC云简平台","WBC Cloudnet","h3cwbc","209760028721169","否","componentInformation","组件信息","Component Info","300","row","3","HA","HA版本号","HA Version","","字符串","是","HA的版本号。"
"WBC云简平台","WBC云简平台","WBC Cloudnet","h3cwbc","209760028721169","否","componentInformation","组件信息","Component Info","300","row","3","Igb","Igb版本号","Igb Version","","字符串","是","Igb的版本号。"
"WBC云简平台","WBC云简平台","WBC Cloudnet","h3cwbc","209760028721169","否","componentInformation","组件信息","Component Info","300","row","3","Ixgbe","Ixgbe版本号","Ixgbe Version","","字符串","是","Ixgbe的版本号。"
"WBC云简平台","WBC云简平台","WBC Cloudnet","h3cwbc","209760028721169","否","componentInformation","组件信息","Component Info","300","row","3","Lics","Lics版本号","Lics Version","","字符串","是","Lics的版本号。"
"WBC云简平台","WBC云简平台","WBC Cloudnet","h3cwbc","209760028721169","否","componentInformation","组件信息","Component Info","300","row","3","OASIS","OASIS版本号","OASIS Version","","字符串","是","OASIS的版本号。"
"WBC云简平台","WBC云简平台","WBC Cloudnet","h3cwbc","209760028721169","否","componentInformation","组件信息","Component Info","300","row","3","OTB","OTB版本号","OTB Version","","字符串","是","OTB的版本号。"
"WBC云简平台","WBC云简平台","WBC Cloudnet","h3cwbc","209760028721169","否","componentInformation","组件信息","Component Info","300","row","3","SYS","SYS版本号","SYS Version","","字符串","是","SYS的版本号。"
"WBC云简平台","WBC云简平台","WBC Cloudnet","h3cwbc","209760028721169","否","componentInformation","组件信息","Component Info","300","row","3","Security","Security版本号","Security Version","","字符串","是","Security的版本号。"
"WBC云简平台","WBC云简平台","WBC Cloudnet","h3cwbc","209760028721169","否","componentInformation","组件信息","Component Info","300","row","3","Update Pkg","Update Pkg版本号","Update Pkg Version","","字符串","是","Update Pkg的版本号。"
"WBC云简平台","WBC云简平台","WBC Cloudnet","h3cwbc","209760028721169","否","componentInformation","组件信息","Component Info","300","row","3","Vnet","Vnet版本号","Vnet Version","","字符串","是","Vnet的版本号。"
"WBC云简平台","WBC云简平台","WBC Cloudnet","h3cwbc","209760028721169","否","componentInformation","组件信息","Component Info","300","row","3","Wbcweb","Wbcweb版本号","Wbcweb Version","","字符串","是","Wbcweb的版本号。"
"WBC云简平台","WBC云简平台","WBC Cloudnet","h3cwbc","209760028721169","否","basicComponentStatus","基础组件状态","Basic Component State","300","row","3","kubernetes","kubernetes","kubernetes","","字符串","是","kubernetes的状态。"
"WBC云简平台","WBC云简平台","WBC Cloudnet","h3cwbc","209760028721169","否","basicComponentStatus","基础组件状态","Basic Component State","300","row","3","kafka","kafka","kafka","","字符串","是","kafka的状态。"
"WBC云简平台","WBC云简平台","WBC Cloudnet","h3cwbc","209760028721169","否","basicComponentStatus","基础组件状态","Basic Component State","300","row","3","mongodb","mongodb","mongodb","","字符串","是","mongodb的状态。"
"WBC云简平台","WBC云简平台","WBC Cloudnet","h3cwbc","209760028721169","否","basicComponentStatus","基础组件状态","Basic Component State","300","row","3","mysql","mysql","mysql","","字符串","是","mysql的状态。"
"WBC云简平台","WBC云简平台","WBC Cloudnet","h3cwbc","209760028721169","否","basicComponentStatus","基础组件状态","Basic Component State","300","row","3","nginx","nginx","nginx","","字符串","是","nginx的状态。"
"WBC云简平台","WBC云简平台","WBC Cloudnet","h3cwbc","209760028721169","否","basicComponentStatus","基础组件状态","Basic Component State","300","row","3","zookeeper","zookeeper","zookeeper","","字符串","是","zookeeper的状态。"
"WBC云简平台","WBC云简平台","WBC Cloudnet","h3cwbc","209760028721169","否","basicComponentStatus","基础组件状态","Basic Component State","300","row","3","docker","docker","docker","","字符串","是","docker的状态。"
"WBC云简平台","WBC云简平台","WBC Cloudnet","h3cwbc","209760028721169","否","equipmentOperationInformation","设备运行信息","Device Operation Info","300","table","3","time","统计时刻","Statistics Time","","字符串","是","统计的时刻。"
"WBC云简平台","WBC云简平台","WBC Cloudnet","h3cwbc","209760028721169","否","equipmentOperationInformation","设备运行信息","Device Operation Info","300","table","3","cpuval","CPU使用率","CPU Usage","%","数值","是","CPU的使用率。"
"WBC云简平台","WBC云简平台","WBC Cloudnet","h3cwbc","209760028721169","否","equipmentOperationInformation","设备运行信息","Device Operation Info","300","table","3","ramval","内存使用率","Memory Usage","%","数值","是","内存的使用率。"
"WBC云简平台","WBC云简平台","WBC Cloudnet","h3cwbc","209760028721169","否","equipmentOperationInformation","设备运行信息","Device Operation Info","300","table","3","diskval","磁盘活动时间","Disk Activity Time","%","数值","是","记录不同时段的磁盘利用率。"
"WBC云简平台","WBC云简平台","WBC Cloudnet","h3cwbc","209760028721169","否","equipmentOperationInformation","设备运行信息","Device Operation Info","300","table","3","netval","网络I/O","Network I/O","Kbps","数值","是","网络的I/O。"
"WBC云简平台","WBC云简平台","WBC Cloudnet","h3cwbc","209760028721169","否","AvailableData","可用性","Availability","60","","3","AvailabilityData","协议连接","Protocol Connection","","字符串","是","测试IP对应资源的协议连接。"
"H3C 百业灵犀","H3C 百业灵犀","H3C LinSeer","h3clinseer","209760028721171","否","hub","使能平台服务状态","Hub Service State","300","row","3","hubServer","使能平台服务状态","Hub Service State","","字符串","是","使能平台核心服务状态:管理端服务、北向接口服务、知识库服务、编排服务。"
"H3C 百业灵犀","H3C 百业灵犀","H3C LinSeer","h3clinseer","209760028721171","否","copilot","AI助手服务状态","Copilot Service State","300","row","3","copilotServer","AI助手服务状态","Copilot Service State","","字符串","是","AI助手核心服务状态:业务端服务。"
"H3C 百业灵犀","H3C 百业灵犀","H3C LinSeer","h3clinseer","209760028721171","否","inServiceInfo","推理服务信息","Reasoning Services","300","table","3","service_id","服务ID","Service ID","","字符串","是","已发布服务的服务ID。"
"H3C 百业灵犀","H3C 百业灵犀","H3C LinSeer","h3clinseer","209760028721171","否","inServiceInfo","推理服务信息","Reasoning Services","300","table","3","service_name","服务名称","Service Name","","字符串","是","已发布服务的服务名称。"
"H3C 百业灵犀","H3C 百业灵犀","H3C LinSeer","h3clinseer","209760028721171","否","inServiceInfo","推理服务信息","Reasoning Services","300","table","3","model_name","模型名称","Model Name","","字符串","是","已发布服务的模型名称。"
"H3C 百业灵犀","H3C 百业灵犀","H3C LinSeer","h3clinseer","209760028721171","否","inServiceInfo","推理服务信息","Reasoning Services","300","table","3","model_version","模型版本","Model Version","","字符串","是","已发布服务的模型版本。"
"H3C 百业灵犀","H3C 百业灵犀","H3C LinSeer","h3clinseer","209760028721171","否","inServiceInfo","推理服务信息","Reasoning Services","300","table","3","model_identity","模型类型","Model Type","","字符串","是","已发布服务的模型类型。"
"H3C 百业灵犀","H3C 百业灵犀","H3C LinSeer","h3clinseer","209760028721171","否","inServiceInfo","推理服务信息","Reasoning Services","300","table","3","service_status","服务状态","Service State","","字符串","是","已发布服务的服务状态。"
"H3C 百业灵犀","H3C 百业灵犀","H3C LinSeer","h3clinseer","209760028721171","否","inServiceInfo","推理服务信息","Reasoning Services","300","table","3","availableInstance","可用实例","Available Instances","","字符串","是","可以使用的部署实例。"
"H3C 百业灵犀","H3C 百业灵犀","H3C LinSeer","h3clinseer","209760028721171","否","inServiceInfo","推理服务信息","Reasoning Services","300","table","3","percent","服务发布的进度","Service Progress","%","数值","是","已发布服务的进度。"
"H3C 百业灵犀","H3C 百业灵犀","H3C LinSeer","h3clinseer","209760028721171","否","inServiceInfo","推理服务信息","Reasoning Services","300","table","3","publish_address","服务发布的地址","Published Service Address","","字符串","是","已发布服务的服务访问地址。"
"H3C 百业灵犀","H3C 百业灵犀","H3C LinSeer","h3clinseer","209760028721171","否","inServiceInfo","推理服务信息","Reasoning Services","300","table","3","create_time","创建时间","Created At","","字符串","是","已发布服务的创建时间。"
"H3C 百业灵犀","H3C 百业灵犀","H3C LinSeer","h3clinseer","209760028721171","否","inInstanceInfo","推理实例信息","Reasoning Instances","300","table","3","service_id","服务ID","Service ID","","字符串","是","已发布服务的服务ID。"
"H3C 百业灵犀","H3C 百业灵犀","H3C LinSeer","h3clinseer","209760028721171","否","inInstanceInfo","推理实例信息","Reasoning Instances","300","table","3","service_name","服务名称","Service Name","","字符串","是","已发布服务的服务名称。"
"H3C 百业灵犀","H3C 百业灵犀","H3C LinSeer","h3clinseer","209760028721171","否","inInstanceInfo","推理实例信息","Reasoning Instances","300","table","3","instance_id","实例ID","Instance ID","","字符串","是","推理实例的ID。"
"H3C 百业灵犀","H3C 百业灵犀","H3C LinSeer","h3clinseer","209760028721171","否","inInstanceInfo","推理实例信息","Reasoning Instances","300","table","3","instance_name","实例名称","Instance Name","","字符串","是","推理实例的名称。"
"H3C 百业灵犀","H3C 百业灵犀","H3C LinSeer","h3clinseer","209760028721171","否","inInstanceInfo","推理实例信息","Reasoning Instances","300","table","3","instance_status","实例状态","Instance State","","字符串","是","推理实例的当前状态。"
"H3C 百业灵犀","H3C 百业灵犀","H3C LinSeer","h3clinseer","209760028721171","否","inInstanceInfo","推理实例信息","Reasoning Instances","300","table","3","instance_percent","实例进度","Instance Progress","%","数值","是","推理实例的部署进度。"
"H3C 百业灵犀","H3C 百业灵犀","H3C LinSeer","h3clinseer","209760028721171","否","inInstanceInfo","推理实例信息","Reasoning Instances","300","table","3","status","实例运行状态","State","","字符串","是","推理实例的运行状态。"
